mo_id,criminal_id,crime_type,entry_method,escape_method,target_selection,crime_timing,weapon_used,dress_pattern,communication_method,vehicle_used,accomplice_count,victim_selection,planning_level,technology_used,repeat_pattern,special_notes
5277,CRM-IND-05277,Kidnapping,Key duplication,Train,Parked vehicles,Dawn,Pistol,Face mask and cap,WhatsApp,Bicycle,6,IT parks,Moderately Planned,Signal jammer,Known to repeat Kidnapping offenses in similar areas with consistent timing patterns.,Subject classified as Low risk. Habitual Offender offender. No gang affiliation.
5278,CRM-IND-05278,Theft,Key duplication,Car escape,IT parks,Evening (6PM-9PM),Pistol,Helmet and visor,Signal,Bicycle,2,Women walking alone,Opportunistic,Skeleton keys,Known to repeat Theft offenses in similar areas with consistent timing patterns.,Subject classified as Medium risk. Violent offender. No gang affiliation.
5279,CRM-IND-05279,Fraud,Not applicable,Bike escape,Offices after hours,Early morning (3AM-6AM),Machete,Casual clothes,Signal,Bicycle,4,Parked vehicles,Highly Planned,Signal jammer,Known to repeat Fraud offenses in similar areas with consistent timing patterns.,Subject classified as Medium risk. Habitual Offender offender. No gang affiliation.
5280,CRM-IND-05280,Robbery,Wall breach,Bus,Banks,Dusk,Hammer,Helmet and visor,WhatsApp,Truck,6,Jewelry shops,Highly Planned,Night vision,Known to repeat Robbery offenses in similar areas with consistent timing patterns.,Subject classified as Medium risk. Organized Crime offender. No gang affiliation.
5281,CRM-IND-05281,Fraud,Key duplication,Bus,Isolated houses,Early morning (3AM-6AM),Hammer,Casual clothes,WhatsApp,Motorcycle,6,ATMs,Opportunistic,None,Known to repeat Fraud offenses in similar areas with consistent timing patterns.,Subject classified as Low risk. Violent offender. No gang affiliation.
5282,CRM-IND-05282,Kidnapping,Front door,Taxi,Elderly people,Early morning (3AM-6AM),Axe,Sports wear,Prepaid SIM,Auto rickshaw,4,Parked vehicles,Moderately Planned,Lock pick set,Known to repeat Kidnapping offenses in similar areas with consistent timing patterns.,Subject classified as High risk. White Collar offender. No gang affiliation.
5283,CRM-IND-05283,Theft,Wall breach,Through lanes,Isolated houses,Afternoon (12PM-3PM),Chain,Sports wear,WhatsApp,Motorcycle,6,Isolated houses,Moderately Planned,GPS tracker,Known to repeat Theft offenses in similar areas with consistent timing patterns.,Subject classified as Low risk. Organized Crime offender. No gang affiliation.
5284,CRM-IND-05284,Kidnapping,Wall breach,Hiding in crowd,Parked vehicles,Dusk,Knife,Formal attire,Hand signals,SUV,3,Construction sites,Highly Planned,Signal jammer,Known to repeat Kidnapping offenses in similar areas with consistent timing patterns.,Subject classified as Low risk. Non-violent offender. No gang affiliation.
5285,CRM-IND-05285,Drug Offense,Fire escape,Auto rickshaw,ATMs,Late night (11PM-3AM),Chain,Dark clothing,Signal,Tempo,4,Jewelry shops,Impulsive,Fake documents,Known to repeat Drug Offense offenses in similar areas with consistent timing patterns.,Subject classified as Low risk. White Collar offender. No gang affiliation.
5286,CRM-IND-05286,Drug Offense,Front door,Bike escape,Parked vehicles,Afternoon (12PM-3PM),Cricket Bat,Sports wear,Signal,Truck,0,Construction sites,Professional,None,Known to repeat Drug Offense offenses in similar areas with consistent timing patterns.,Subject classified as Low risk. White Collar offender. No gang affiliation.
5287,CRM-IND-05287,Murder,Key duplication,Bike escape,ATMs,Afternoon (12PM-3PM),Iron Rod,Face mask and cap,Face to face,Stolen vehicle,2,Isolated houses,Highly Planned,None,Known to repeat Murder offenses in similar areas with consistent timing patterns.,Subject classified as Medium risk. Organized Crime offender. No gang affiliation.
5288,CRM-IND-05288,Robbery,Back door,Through lanes,Isolated houses,Dusk,Hammer,Sports wear,Prepaid SIM,On foot,5,Parked vehicles,Moderately Planned,None,Known to repeat Robbery offenses in similar areas with consistent timing patterns.,Subject classified as Low risk. Habitual Offender offender. No gang affiliation.
5289,CRM-IND-05289,Robbery,Front door,Train,Festival crowds,Evening (6PM-9PM),Sword,Casual clothes,Coded language,Car,4,Isolated houses,Highly Planned,Lock pick set,Known to repeat Robbery offenses in similar areas with consistent timing patterns.,Subject classified as Medium risk. White Collar offender. No gang affiliation.
5290,CRM-IND-05290,Sexual Offense,Door break,Car escape,College students,Afternoon (12PM-3PM),Iron Rod,Black hoodie,Face to face,SUV,2,Parked vehicles,Moderately Planned,Skeleton keys,Known to repeat Sexual Offense offenses in similar areas with consistent timing patterns.,Subject classified as Low risk. Non-violent offender. No gang affiliation.
5291,CRM-IND-05291,Kidnapping,Roof entry,Hiding in crowd,Women walking alone,Dawn,Hammer,Formal attire,Hand signals,On foot,4,Parked vehicles,Highly Planned,Lock pick set,Known to repeat Kidnapping offenses in similar areas with consistent timing patterns.,Subject classified as High risk. White Collar offender. No gang affiliation.
5292,CRM-IND-05292,Assault,Door break,Through lanes,Women walking alone,Dusk,Iron Rod,Workman overalls,Coded language,Tempo,0,Elderly people,Professional,GPS tracker,Known to repeat Assault offenses in similar areas with consistent timing patterns.,Subject classified as Low risk. Violent offender. No gang affiliation.
5293,CRM-IND-05293,Robbery,Door break,On foot,Construction sites,Late night (11PM-3AM),None,Face mask and cap,WhatsApp,SUV,6,Banks,Opportunistic,Fake documents,Known to repeat Robbery offenses in similar areas with consistent timing patterns.,Subject classified as Medium risk. Organized Crime offender. No gang affiliation.
5294,CRM-IND-05294,Sexual Offense,Wall breach,Taxi,Elderly people,Evening (6PM-9PM),Pistol,Uniform disguise,WhatsApp,Car,4,Isolated houses,Highly Planned,Fake documents,Known to repeat Sexual Offense offenses in similar areas with consistent timing patterns.,Subject classified as Critical risk. Violent offender. No gang affiliation.
5295,CRM-IND-05295,Drug Offense,Door break,Bus,Construction sites,Evening (6PM-9PM),None,Casual clothes,Telegram,Car,3,ATMs,Moderately Planned,None,Known to repeat Drug Offense offenses in similar areas with consistent timing patterns.,Subject classified as High risk. Organized Crime offender. No gang affiliation.
5296,CRM-IND-05296,Murder,Key duplication,Taxi,Elderly people,Midnight,Pistol,Face mask and cap,Face to face,Tempo,2,Jewelry shops,Professional,Skeleton keys,Known to repeat Murder offenses in similar areas with consistent timing patterns.,Subject classified as Critical risk. Organized Crime offender. No gang affiliation.
5297,CRM-IND-05297,Fraud,Door break,Taxi,Elderly people,Evening (6PM-9PM),Pistol,Formal attire,Telegram,Motorcycle,2,Women walking alone,Moderately Planned,None,Known to repeat Fraud offenses in similar areas with consistent timing patterns.,Subject classified as High risk. Organized Crime offender. No gang affiliation.
5298,CRM-IND-05298,Sexual Offense,Lock picking,Through lanes,Street vendors,Early morning (3AM-6AM),None,Workman overalls,Coded language,Van,2,Banks,Opportunistic,GPS tracker,Known to repeat Sexual Offense offenses in similar areas with consistent timing patterns.,Subject classified as Low risk. Organized Crime offender. No gang affiliation.
5299,CRM-IND-05299,Theft,Window break,Taxi,Women walking alone,Midnight,Machete,Casual clothes,Prepaid SIM,Stolen vehicle,5,Parked vehicles,Highly Planned,Fake documents,Known to repeat Theft offenses in similar areas with consistent timing patterns.,Subject classified as Low risk. Violent offender. No gang affiliation.
5300,CRM-IND-05300,Robbery,Key duplication,Bike escape,College students,Late night (11PM-3AM),None,Dark clothing,Face to face,Truck,6,Isolated houses,Impulsive,Night vision,Known to repeat Robbery offenses in similar areas with consistent timing patterns.,Subject classified as Medium risk. Organized Crime offender. No gang affiliation.
5301,CRM-IND-05301,Sexual Offense,Not applicable,Car escape,Jewelry shops,Midnight,Machete,Black hoodie,Face to face,Van,6,Women walking alone,Opportunistic,Fake documents,Known to repeat Sexual Offense offenses in similar areas with consistent timing patterns.,Subject classified as Low risk. Non-violent offender. No gang affiliation.
5302,CRM-IND-05302,Extortion,Key duplication,Bike escape,Parked vehicles,Afternoon (12PM-3PM),None,Face mask and cap,Signal,Truck,1,College students,Impulsive,Night vision,Known to repeat Extortion offenses in similar areas with consistent timing patterns.,Subject classified as High risk. Habitual Offender offender. Gang affiliated: Shinde Group.
5303,CRM-IND-05303,Assault,Front door,Bike escape,Parked vehicles,Morning (6AM-10AM),Pistol,Dark clothing,Signal,Bicycle,5,Elderly people,Professional,None,Known to repeat Assault offenses in similar areas with consistent timing patterns.,Subject classified as Critical risk. White Collar offender. No gang affiliation.
5304,CRM-IND-05304,Kidnapping,Roof entry,Train,Offices after hours,Morning (6AM-10AM),Sword,Black hoodie,WhatsApp,Tempo,5,College students,Opportunistic,GPS tracker,Known to repeat Kidnapping offenses in similar areas with consistent timing patterns.,Subject classified as High risk. Organized Crime offender. No gang affiliation.
5305,CRM-IND-05305,Assault,Key duplication,On foot,Women walking alone,Evening (6PM-9PM),Pistol,Uniform disguise,Prepaid SIM,Auto rickshaw,6,ATMs,Moderately Planned,Signal jammer,Known to repeat Assault offenses in similar areas with consistent timing patterns.,Subject classified as Critical risk. Violent offender. No gang affiliation.
5306,CRM-IND-05306,Extortion,Front door,Train,IT parks,Morning (6AM-10AM),Cricket Bat,Black hoodie,Signal,Car,5,Parked vehicles,Impulsive,Lock pick set,Known to repeat Extortion offenses in similar areas with consistent timing patterns.,Subject classified as Low risk. Habitual Offender offender. No gang affiliation.
5307,CRM-IND-05307,Assault,Not applicable,Through lanes,Elderly people,Late night (11PM-3AM),Iron Rod,Casual clothes,Coded language,Car,0,Jewelry shops,Impulsive,Lock pick set,Known to repeat Assault offenses in similar areas with consistent timing patterns.,Subject classified as Medium risk. Organized Crime offender. No gang affiliation.
5308,CRM-IND-05308,Drug Offense,Window break,Through lanes,Isolated houses,Dusk,None,Dark clothing,Signal,SUV,1,Construction sites,Opportunistic,Skeleton keys,Known to repeat Drug Offense offenses in similar areas with consistent timing patterns.,Subject classified as High risk. Non-violent offender. No gang affiliation.
5309,CRM-IND-05309,Sexual Offense,Fire escape,Hiding in crowd,Women walking alone,Late night (11PM-3AM),Knife,Sports wear,Coded language,Tempo,3,Women walking alone,Highly Planned,Fake documents,Known to repeat Sexual Offense offenses in similar areas with consistent timing patterns.,Subject classified as Low risk. Organized Crime offender. No gang affiliation.
5310,CRM-IND-05310,Assault,Back door,Bus,IT parks,Dawn,Hammer,Face mask and cap,Prepaid SIM,Motorcycle,1,Parked vehicles,Impulsive,Signal jammer,Known to repeat Assault offenses in similar areas with consistent timing patterns.,Subject classified as High risk. Violent offender. Gang affiliated: Blood Brothers.
5311,CRM-IND-05311,Cybercrime,Not applicable,Auto rickshaw,Women walking alone,Afternoon (12PM-3PM),Knife,Dark clothing,Signal,Truck,1,ATMs,Highly Planned,GPS tracker,Known to repeat Cybercrime offenses in similar areas with consistent timing patterns.,Subject classified as Critical risk. Non-violent offender. Gang affiliated: Black Shadow.
5312,CRM-IND-05312,Drug Offense,Roof entry,Car escape,Isolated houses,Morning (6AM-10AM),Iron Rod,Helmet and visor,Face to face,Truck,1,Women walking alone,Impulsive,None,Known to repeat Drug Offense offenses in similar areas with consistent timing patterns.,Subject classified as Critical risk. Habitual Offender offender. Gang affiliated: Tiger Gang.
5313,CRM-IND-05313,Fraud,Window break,Taxi,Parked vehicles,Midnight,Knife,Dark clothing,WhatsApp,Motorcycle,5,Isolated houses,Impulsive,Hacking tools,Known to repeat Fraud offenses in similar areas with consistent timing patterns.,Subject classified as Medium risk. Organized Crime offender. No gang affiliation.
5314,CRM-IND-05314,Theft,Lock picking,Through lanes,Isolated houses,Afternoon (12PM-3PM),None,Face mask and cap,Prepaid SIM,Tempo,2,Isolated houses,Impulsive,Fake documents,Known to repeat Theft offenses in similar areas with consistent timing patterns.,Subject classified as Low risk. Habitual Offender offender. No gang affiliation.
5315,CRM-IND-05315,Robbery,Lock picking,Taxi,Construction sites,Dawn,None,Black hoodie,Signal,Motorcycle,3,Offices after hours,Opportunistic,Signal jammer,Known to repeat Robbery offenses in similar areas with consistent timing patterns.,Subject classified as Medium risk. Organized Crime offender. No gang affiliation.
5316,CRM-IND-05316,Cybercrime,Front door,Bike escape,IT parks,Dusk,None,Formal attire,Signal,Van,2,Street vendors,Moderately Planned,Fake documents,Known to repeat Cybercrime offenses in similar areas with consistent timing patterns.,Subject classified as High risk. Organized Crime offender. No gang affiliation.
5317,CRM-IND-05317,Fraud,Fire escape,On foot,Construction sites,Midnight,Iron Rod,Face mask and cap,Signal,Stolen vehicle,4,Banks,Highly Planned,Skeleton keys,Known to repeat Fraud offenses in similar areas with consistent timing patterns.,Subject classified as Medium risk. Habitual Offender offender. No gang affiliation.
5318,CRM-IND-05318,Kidnapping,Fire escape,Through lanes,ATMs,Midnight,Cricket Bat,Black hoodie,Signal,On foot,4,College students,Professional,GPS tracker,Known to repeat Kidnapping offenses in similar areas with consistent timing patterns.,Subject classified as Critical risk. Violent offender. No gang affiliation.
5319,CRM-IND-05319,Murder,Fire escape,Auto rickshaw,IT parks,Early morning (3AM-6AM),Iron Rod,Face mask and cap,Coded language,Car,6,Offices after hours,Moderately Planned,Skeleton keys,Known to repeat Murder offenses in similar areas with consistent timing patterns.,Subject classified as Low risk. Organized Crime offender. No gang affiliation.
5320,CRM-IND-05320,Extortion,Fire escape,Train,IT parks,Midnight,Machete,Uniform disguise,WhatsApp,Motorcycle,1,Construction sites,Professional,None,Known to repeat Extortion offenses in similar areas with consistent timing patterns.,Subject classified as High risk. Organized Crime offender. No gang affiliation.
